project_id,month,treat,post,matched_pair_id,age_years_pre,activity_pre,star_growth_pre,propensity_score,contributors,release_freq,new_sponsors,revenue_growth_rate,monthly_revenue_usd
P0029,2024-03,1,0,52,6,13.39,0.194,0.6747,23,0.74,4,0.1636,2538.38
P0029,2024-04,1,0,52,6,13.39,0.194,0.6747,24,0.95,5,0.1026,2405.31
P0029,2024-05,1,0,52,6,13.39,0.194,0.6747,23,1.04,2,0.1505,2509.8
P0029,2024-06,1,0,52,6,13.39,0.194,0.6747,26,1.13,3,0.1262,2456.79
P0029,2024-07,1,0,52,6,13.39,0.194,0.6747,27,1.16,2,0.1751,2563.47
P0029,2024-08,1,0,52,6,13.39,0.194,0.6747,27,0.89,2,0.1516,2512.2
P0029,2024-09,1,0,52,6,13.39,0.194,0.6747,23,0.68,2,0.1357,2477.52
P0029,2024-10,1,0,52,6,13.39,0.194,0.6747,26,0.57,3,0.1279,2460.5
P0029,2024-11,1,0,52,6,13.39,0.194,0.6747,28,1.09,6,0.1568,2523.55
P0029,2024-12,1,0,52,6,13.39,0.194,0.6747,30,1.18,7,0.1845,2583.97
P0029,2025-01,1,0,52,6,13.39,0.194,0.6747,26,1.01,3,0.1687,2549.51
P0029,2025-02,1,0,52,6,13.39,0.194,0.6747,28,1.03,6,0.1195,2442.18
P0029,2025-03,1,0,52,6,13.39,0.194,0.6747,26,1.06,5,0.1806,2575.47
P0029,2025-04,1,1,52,6,13.39,0.194,0.6747,28,1.09,8,0.1755,2564.34
P0029,2025-05,1,1,52,6,13.39,0.194,0.6747,29,1.07,7,0.258,2744.31
P0029,2025-06,1,1,52,6,13.39,0.194,0.6747,26,1.03,9,0.2352,2694.58
P0029,2025-07,1,1,52,6,13.39,0.194,0.6747,26,1.19,9,0.1258,2455.92
P0029,2025-08,1,1,52,6,13.39,0.194,0.6747,29,0.58,8,0.1817,2577.87
P0029,2025-09,1,1,52,6,13.39,0.194,0.6747,26,0.7,8,0.2284,2679.74
P0029,2025-10,1,1,52,6,13.39,0.194,0.6747,28,0.67,6,0.1809,2576.12
P0029,2025-11,1,1,52,6,13.39,0.194,0.6747,31,0.75,9,0.2205,2662.51
P0029,2025-12,1,1,52,6,13.39,0.194,0.6747,30,0.75,8,0.1827,2580.05
P0033,2024-01,1,0,28,5,11.69,0.156,0.6152,6,1.19,3,0.039,2681.91
P0033,2024-02,1,0,28,5,11.69,0.156,0.6152,4,1.27,3,0.0151,2620.22
P0033,2024-03,1,0,28,5,11.69,0.156,0.6152,9,1.48,3,0.0943,2824.65
P0033,2024-04,1,0,28,5,11.69,0.156,0.6152,6,1.08,1,0.063,2743.86
P0033,2024-05,1,0,28,5,11.69,0.156,0.6152,7,1.3,0,0.0829,2795.22
P0033,2024-06,1,0,28,5,11.69,0.156,0.6152,9,1.19,2,0.0538,2720.11
P0033,2024-07,1,0,28,5,11.69,0.156,0.6152,5,1.29,5,0.0216,2636.99
P0033,2024-08,1,0,28,5,11.69,0.156,0.6152,8,0.89,1,0.0154,2620.99
P0033,2024-09,1,0,28,5,11.69,0.156,0.6152,6,1.21,3,0.0901,2813.81
P0033,2024-10,1,0,28,5,11.69,0.156,0.6152,6,1.34,4,0.0237,2642.42
P0033,2024-11,1,0,28,5,11.69,0.156,0.6152,9,1.05,2,0.0585,2732.24
P0033,2024-12,1,0,28,5,11.69,0.156,0.6152,8,1.32,5,0.0798,2787.22
P0033,2025-01,1,0,28,5,11.69,0.156,0.6152,8,1.26,5,0.0482,2705.66
P0033,2025-02,1,0,28,5,11.69,0.156,0.6152,4,1.18,3,0.0363,2674.94
P0033,2025-03,1,0,28,5,11.69,0.156,0.6152,9,1.01,2,0.0533,2718.82
P0033,2025-04,1,0,28,5,11.69,0.156,0.6152,10,1.32,3,0.0579,2730.69
P0033,2025-05,1,1,28,5,11.69,0.156,0.6152,9,1.54,7,0.1111,2868.02
P0033,2025-06,1,1,28,5,11.69,0.156,0.6152,11,1.31,7,0.1169,2882.99
P0033,2025-07,1,1,28,5,11.69,0.156,0.6152,10,0.99,6,0.153,2976.17
P0033,2025-08,1,1,28,5,11.69,0.156,0.6152,13,1.08,5,0.1486,2964.81
P0033,2025-09,1,1,28,5,11.69,0.156,0.6152,13,1.23,8,0.19,3071.68
P0033,2025-10,1,1,28,5,11.69,0.156,0.6152,12,0.93,6,0.1215,2894.86
P0033,2025-11,1,1,28,5,11.69,0.156,0.6152,16,1.32,8,0.2009,3099.81
P0033,2025-12,1,1,28,5,11.69,0.156,0.6152,5,0.86,9,0.0826,2794.45
P0034,2024-01,1,0,35,5,15.44,0.144,0.6483,12,0.56,1,0.0812,138.82
P0034,2024-02,1,0,35,5,15.44,0.144,0.6483,14,1.08,4,0.0564,135.63
P0034,2024-03,1,0,35,5,15.44,0.144,0.6483,12,0.99,1,0.0793,138.57
P0034,2024-04,1,0,35,5,15.44,0.144,0.6483,14,0.56,3,0.1171,143.42
P0034,2024-05,1,0,35,5,15.44,0.144,0.6483,19,0.57,4,0.0992,141.13
P0034,2024-06,1,0,35,5,15.44,0.144,0.6483,15,0.57,2,0.127,144.7
P0034,2024-07,1,0,35,5,15.44,0.144,0.6483,16,1.16,3,0.0998,141.2
P0034,2024-08,1,0,35,5,15.44,0.144,0.6483,17,0.91,4,0.1105,142.58
P0034,2024-09,1,0,35,5,15.44,0.144,0.6483,18,1.22,2,0.0944,140.51
P0034,2024-10,1,0,35,5,15.44,0.144,0.6483,15,0.88,6,0.1027,141.58
P0034,2024-11,1,0,35,5,15.44,0.144,0.6483,15,0.88,3,0.1175,143.48
P0034,2024-12,1,0,35,5,15.44,0.144,0.6483,17,0.77,3,0.0785,138.47
P0034,2025-01,1,0,35,5,15.44,0.144,0.6483,16,0.86,4,0.1448,146.98
P0034,2025-02,1,0,35,5,15.44,0.144,0.6483,20,0.84,4,0.1599,148.92
P0034,2025-03,1,1,35,5,15.44,0.144,0.6483,16,1.21,7,0.1573,148.59
P0034,2025-04,1,1,35,5,15.44,0.144,0.6483,17,0.75,7,0.186,152.27
P0034,2025-05,1,1,35,5,15.44,0.144,0.6483,19,0.65,6,0.1844,152.07
P0034,2025-06,1,1,35,5,15.44,0.144,0.6483,18,0.95,10,0.1281,144.84
P0034,2025-07,1,1,35,5,15.44,0.144,0.6483,23,0.75,9,0.1771,151.13
P0034,2025-08,1,1,35,5,15.44,0.144,0.6483,17,0.54,8,0.1322,145.36
P0034,2025-09,1,1,35,5,15.44,0.144,0.6483,16,0.69,9,0.1835,151.95
P0034,2025-10,1,1,35,5,15.44,0.144,0.6483,18,0.86,8,0.1181,143.55
P0034,2025-11,1,1,35,5,15.44,0.144,0.6483,24,0.74,9,0.1995,154.0
P0034,2025-12,1,1,35,5,15.44,0.144,0.6483,20,1.13,6,0.1958,153.53
P0037,2024-01,0,0,26,4,28.18,0.079,0.7195,11,2.37,3,0.1161,2820.44
P0037,2024-02,0,0,26,4,28.18,0.079,0.7195,18,2.03,3,0.1362,2871.23
P0037,2024-03,0,0,26,4,28.18,0.079,0.7195,14,2.35,4,0.1285,2851.78
P0037,2024-04,0,0,26,4,28.18,0.079,0.7195,15,1.99,7,0.1697,2955.89
P0037,2024-05,0,0,26,4,28.18,0.079,0.7195,18,2.0,4,0.1352,2868.71
P0037,2024-06,0,0,26,4,28.18,0.079,0.7195,15,2.17,3,0.1382,2876.29
P0037,2024-07,0,0,26,4,28.18,0.079,0.7195,14,1.79,4,0.1042,2790.37
P0037,2024-08,0,0,26,4,28.18,0.079,0.7195,16,2.19,5,0.1291,2853.29
P0037,2024-09,0,0,26,4,28.18,0.079,0.7195,15,2.28,6,0.1306,2857.08
P0037,2024-10,0,0,26,4,28.18,0.079,0.7195,17,2.28,6,0.1733,2964.99
P0037,2024-11,0,0,26,4,28.18,0.079,0.7195,14,1.65,3,0.0571,2671.34
P0037,2024-12,0,0,26,4,28.18,0.079,0.7195,14,2.53,7,0.1118,2809.57
P0037,2025-01,0,0,26,4,28.18,0.079,0.7195,16,2.28,4,0.1121,2810.33
P0037,2025-02,0,0,26,4,28.18,0.079,0.7195,19,1.94,6,0.1424,2886.9
P0037,2025-03,0,0,26,4,28.18,0.079,0.7195,18,2.11,6,0.1736,2965.75
P0037,2025-04,0,0,26,4,28.18,0.079,0.7195,12,2.24,3,0.1202,2830.8
P0037,2025-05,0,0,26,4,28.18,0.079,0.7195,18,2.37,3,0.1442,2891.45
P0037,2025-06,0,0,26,4,28.18,0.079,0.7195,20,1.97,4,0.1513,2909.39
P0037,2025-07,0,0,26,4,28.18,0.079,0.7195,19,1.88,4,0.1289,2852.79
P0037,2025-08,0,0,26,4,28.18,0.079,0.7195,20,2.41,4,0.1376,2874.77
P0037,2025-09,0,0,26,4,28.18,0.079,0.7195,16,2.11,7,0.1007,2781.52
P0037,2025-10,0,0,26,4,28.18,0.079,0.7195,16,1.68,3,0.1316,2859.61
P0037,2025-11,0,0,26,4,28.18,0.079,0.7195,17,2.15,6,0.1704,2957.66
P0037,2025-12,0,0,26,4,28.18,0.079,0.7195,20,2.27,6,0.1227,2837.12
P0038,2024-01,0,0,8,11,2.41,-0.017,0.5674,24,1.14,4,0.1097,697.05
P0038,2024-02,0,0,8,11,2.41,-0.017,0.5674,22,1.2,1,0.1669,732.98
P0038,2024-03,0,0,8,11,2.41,-0.017,0.5674,20,1.21,3,0.1149,700.31
P0038,2024-04,0,0,8,11,2.41,-0.017,0.5674,20,0.75,3,0.1301,709.86
P0038,2024-05,0,0,8,11,2.41,-0.017,0.5674,25,0.94,2,0.1374,714.45
P0038,2024-06,0,0,8,11,2.41,-0.017,0.5674,19,1.14,0,0.0587,665.01
P0038,2024-07,0,0,8,11,2.41,-0.017,0.5674,21,1.12,2,0.0876,683.17
P0038,2024-08,0,0,8,11,2.41,-0.017,0.5674,20,1.0,3,0.1218,704.65
P0038,2024-09,0,0,8,11,2.41,-0.017,0.5674,20,1.09,4,0.1048,693.97
P0038,2024-10,0,0,8,11,2.41,-0.017,0.5674,25,1.08,5,0.168,733.67
P0038,2024-11,0,0,8,11,2.41,-0.017,0.5674,22,0.93,6,0.1686,734.04
P0038,2024-12,0,0,8,11,2.41,-0.017,0.5674,27,1.13,2,0.1427,717.78
P0038,2025-01,0,0,8,11,2.41,-0.017,0.5674,22,1.37,3,0.1222,704.9
P0038,2025-02,0,0,8,11,2.41,-0.017,0.5674,26,1.45,1,0.1735,737.12
P0038,2025-03,0,0,8,11,2.41,-0.017,0.5674,25,1.03,3,0.1297,709.61
P0038,2025-04,0,0,8,11,2.41,-0.017,0.5674,22,1.06,3,0.129,709.17
P0038,2025-05,0,0,8,11,2.41,-0.017,0.5674,26,0.99,4,0.17,734.92
P0038,2025-06,0,0,8,11,2.41,-0.017,0.5674,23,1.42,6,0.1264,707.54
P0038,2025-07,0,0,8,11,2.41,-0.017,0.5674,28,1.11,4,0.1679,733.6
P0038,2025-08,0,0,8,11,2.41,-0.017,0.5674,25,0.8,5,0.1253,706.85
P0038,2025-09,0,0,8,11,2.41,-0.017,0.5674,28,1.18,6,0.1777,739.76
P0038,2025-10,0,0,8,11,2.41,-0.017,0.5674,25,1.06,4,0.1423,717.52
P0038,2025-11,0,0,8,11,2.41,-0.017,0.5674,26,1.14,2,0.1522,723.74
P0038,2025-12,0,0,8,11,2.41,-0.017,0.5674,25,1.33,3,0.119,702.89
P0040,2024-01,0,0,44,10,36.3,-0.004,0.8487,22,0.95,2,0.1252,2910.36
P0040,2024-02,0,0,44,10,36.3,-0.004,0.8487,19,0.66,2,0.1828,3059.35
P0040,2024-03,0,0,44,10,36.3,-0.004,0.8487,19,1.19,4,0.11,2871.05
P0040,2024-04,0,0,44,10,36.3,-0.004,0.8487,23,0.86,2,0.1016,2849.32
P0040,2024-05,0,0,44,10,36.3,-0.004,0.8487,25,0.92,2,0.1145,2882.69
P0040,2024-06,0,0,44,10,36.3,-0.004,0.8487,23,0.73,2,0.1312,2925.88
P0040,2024-07,0,0,44,10,36.3,-0.004,0.8487,24,0.81,3,0.0676,2761.38
P0040,2024-08,0,0,44,10,36.3,-0.004,0.8487,22,0.82,5,0.1368,2940.37
P0040,2024-09,0,0,44,10,36.3,-0.004,0.8487,25,0.35,1,0.1398,2948.13
P0040,2024-10,0,0,44,10,36.3,-0.004,0.8487,26,0.68,2,0.1751,3039.43
P0040,2024-11,0,0,44,10,36.3,-0.004,0.8487,24,0.87,2,0.1431,2956.66
P0040,2024-12,0,0,44,10,36.3,-0.004,0.8487,23,0.83,0,0.1375,2942.18
P0040,2025-01,0,0,44,10,36.3,-0.004,0.8487,24,0.78,4,0.1594,2998.82
P0040,2025-02,0,0,44,10,36.3,-0.004,0.8487,27,0.73,3,0.1204,2897.95
P0040,2025-03,0,0,44,10,36.3,-0.004,0.8487,25,0.56,0,0.1659,3015.64
P0040,2025-04,0,0,44,10,36.3,-0.004,0.8487,28,0.65,2,0.1888,3074.87
P0040,2025-05,0,0,44,10,36.3,-0.004,0.8487,27,0.96,5,0.0867,2810.78
P0040,2025-06,0,0,44,10,36.3,-0.004,0.8487,27,0.46,3,0.1691,3023.91
P0040,2025-07,0,0,44,10,36.3,-0.004,0.8487,22,0.49,5,0.1089,2868.2
P0040,2025-08,0,0,44,10,36.3,-0.004,0.8487,27,0.2,2,0.1292,2920.71
P0040,2025-09,0,0,44,10,36.3,-0.004,0.8487,29,1.13,5,0.1399,2948.39
P0040,2025-10,0,0,44,10,36.3,-0.004,0.8487,28,0.8,6,0.179,3049.52
P0040,2025-11,0,0,44,10,36.3,-0.004,0.8487,24,0.57,2,0.1369,2940.63
P0040,2025-12,0,0,44,10,36.3,-0.004,0.8487,26,0.9,5,0.1385,2944.76
P0052,2024-01,1,0,19,8,6.65,0.083,0.5943,8,0.83,2,0.1224,2194.6
P0052,2024-02,1,0,19,8,6.65,0.083,0.5943,8,0.68,1,0.0974,2145.71
P0052,2024-03,1,0,19,8,6.65,0.083,0.5943,7,0.49,2,0.0118,1978.34
P0052,2024-04,1,0,19,8,6.65,0.083,0.5943,7,0.85,0,0.0866,2124.6
P0052,2024-05,1,0,19,8,6.65,0.083,0.5943,7,0.58,0,0.0564,2065.55
P0052,2024-06,1,0,19,8,6.65,0.083,0.5943,11,0.87,2,0.0907,2132.61
P0052,2024-07,1,0,19,8,6.65,0.083,0.5943,12,0.67,0,0.0337,2021.16
P0052,2024-08,1,0,19,8,6.65,0.083,0.5943,10,1.01,3,0.0897,2130.66
P0052,2024-09,1,0,19,8,6.65,0.083,0.5943,8,0.26,2,0.0788,2109.35
P0052,2024-10,1,0,19,8,6.65,0.083,0.5943,10,0.37,3,0.093,2137.11
P0052,2024-11,1,0,19,8,6.65,0.083,0.5943,12,0.27,3,0.133,2215.32
P0052,2024-12,1,0,19,8,6.65,0.083,0.5943,8,0.61,3,0.048,2049.12
P0052,2025-01,1,0,19,8,6.65,0.083,0.5943,7,0.64,1,0.0244,2002.98
P0052,2025-02,1,0,19,8,6.65,0.083,0.5943,7,0.97,3,0.1037,2158.03
P0052,2025-03,1,1,19,8,6.65,0.083,0.5943,9,0.83,7,0.118,2185.99
P0052,2025-04,1,1,19,8,6.65,0.083,0.5943,13,0.53,8,0.1308,2211.02
P0052,2025-05,1,1,19,8,6.65,0.083,0.5943,9,0.77,4,0.1045,2159.6
P0052,2025-06,1,1,19,8,6.65,0.083,0.5943,13,0.87,6,0.1632,2274.37
P0052,2025-07,1,1,19,8,6.65,0.083,0.5943,11,0.35,5,0.16,2268.11
P0052,2025-08,1,1,19,8,6.65,0.083,0.5943,13,0.84,8,0.1098,2169.96
P0052,2025-09,1,1,19,8,6.65,0.083,0.5943,15,0.77,7,0.157,2262.25
P0052,2025-10,1,1,19,8,6.65,0.083,0.5943,13,0.11,8,0.1176,2185.21
P0052,2025-11,1,1,19,8,6.65,0.083,0.5943,12,0.74,7,0.1412,2231.35
P0052,2025-12,1,1,19,8,6.65,0.083,0.5943,17,1.02,8,0.1608,2269.68
P0054,2024-01,1,0,47,9,18.68,-0.057,0.6715,19,2.17,3,0.1663,138.42
P0054,2024-02,1,0,47,9,18.68,-0.057,0.6715,18,1.7,6,0.1383,135.09
P0054,2024-03,1,0,47,9,18.68,-0.057,0.6715,18,1.76,5,0.0845,128.71
P0054,2024-04,1,0,47,9,18.68,-0.057,0.6715,18,1.72,5,0.1253,133.55
P0054,2024-05,1,0,47,9,18.68,-0.057,0.6715,21,1.87,4,0.0944,129.88
P0054,2024-06,1,0,47,9,18.68,-0.057,0.6715,19,1.68,5,0.1065,131.32
P0054,2024-07,1,0,47,9,18.68,-0.057,0.6715,21,2.2,4,0.1045,131.08
P0054,2024-08,1,0,47,9,18.68,-0.057,0.6715,20,1.67,5,0.1639,138.13
P0054,2024-09,1,0,47,9,18.68,-0.057,0.6715,20,1.86,3,0.1045,131.08
P0054,2024-10,1,1,47,9,18.68,-0.057,0.6715,21,2.2,11,0.1849,140.62
P0054,2024-11,1,1,47,9,18.68,-0.057,0.6715,19,2.18,9,0.1993,142.33
P0054,2024-12,1,1,47,9,18.68,-0.057,0.6715,22,1.85,11,0.2155,144.26
P0054,2025-01,1,1,47,9,18.68,-0.057,0.6715,20,1.82,8,0.1942,141.73
P0054,2025-02,1,1,47,9,18.68,-0.057,0.6715,25,1.77,10,0.2286,145.81
P0054,2025-03,1,1,47,9,18.68,-0.057,0.6715,23,1.94,10,0.1458,135.98
P0054,2025-04,1,1,47,9,18.68,-0.057,0.6715,23,1.39,9,0.2242,145.29
P0054,2025-05,1,1,47,9,18.68,-0.057,0.6715,23,1.64,8,0.1427,135.62
P0054,2025-06,1,1,47,9,18.68,-0.057,0.6715,20,1.72,8,0.2185,144.61
P0054,2025-07,1,1,47,9,18.68,-0.057,0.6715,25,1.55,10,0.2272,145.64
P0054,2025-08,1,1,47,9,18.68,-0.057,0.6715,20,1.93,7,0.2164,144.36
P0054,2025-09,1,1,47,9,18.68,-0.057,0.6715,27,1.69,9,0.2221,145.04
P0054,2025-10,1,1,47,9,18.68,-0.057,0.6715,22,1.8,9,0.1938,141.68
P0054,2025-11,1,1,47,9,18.68,-0.057,0.6715,25,1.58,12,0.2213,144.94
P0054,2025-12,1,1,47,9,18.68,-0.057,0.6715,24,2.14,10,0.2299,145.96
P0055,2024-01,1,0,33,11,8.02,-0.009,0.6321,20,0.05,2,0.0518,209.41
P0055,2024-02,1,0,33,11,8.02,-0.009,0.6321,21,0.08,1,0.0804,215.11
P0055,2024-03,1,0,33,11,8.02,-0.009,0.6321,19,0.05,1,0.1011,219.23
P0055,2024-04,1,0,33,11,8.02,-0.009,0.6321,25,0.35,2,0.1705,233.05
P0055,2024-05,1,0,33,11,8.02,-0.009,0.6321,22,0.2,2,0.082,215.43
P0055,2024-06,1,0,33,11,8.02,-0.009,0.6321,23,0.05,1,0.0921,217.44
P0055,2024-07,1,0,33,11,8.02,-0.009,0.6321,21,0.33,2,0.1333,225.64
P0055,2024-08,1,0,33,11,8.02,-0.009,0.6321,22,0.05,2,0.1488,228.73
P0055,2024-09,1,0,33,11,8.02,-0.009,0.6321,22,0.05,2,0.1241,223.81
P0055,2024-10,1,0,33,11,8.02,-0.009,0.6321,23,0.05,1,0.1086,220.72
P0055,2024-11,1,0,33,11,8.02,-0.009,0.6321,26,0.24,3,0.1431,227.59
P0055,2024-12,1,1,33,11,8.02,-0.009,0.6321,24,0.41,3,0.2067,240.25
P0055,2025-01,1,1,33,11,8.02,-0.009,0.6321,23,0.21,6,0.1824,235.42
P0055,2025-02,1,1,33,11,8.02,-0.009,0.6321,23,0.08,6,0.154,229.76
P0055,2025-03,1,1,33,11,8.02,-0.009,0.6321,27,0.05,5,0.191,237.13
P0055,2025-04,1,1,33,11,8.02,-0.009,0.6321,24,0.05,7,0.1857,236.07
P0055,2025-05,1,1,33,11,8.02,-0.009,0.6321,22,0.08,7,0.181,235.14
P0055,2025-06,1,1,33,11,8.02,-0.009,0.6321,25,0.41,7,0.1375,226.48
P0055,2025-07,1,1,33,11,8.02,-0.009,0.6321,24,0.05,6,0.206,240.11
P0055,2025-08,1,1,33,11,8.02,-0.009,0.6321,18,0.05,7,0.192,237.33
P0055,2025-09,1,1,33,11,8.02,-0.009,0.6321,22,0.44,9,0.1515,229.26
P0055,2025-10,1,1,33,11,8.02,-0.009,0.6321,29,0.05,6,0.213,241.51
P0055,2025-11,1,1,33,11,8.02,-0.009,0.6321,18,0.25,6,0.2303,244.95
P0055,2025-12,1,1,33,11,8.02,-0.009,0.6321,29,0.05,7,0.1661,232.17
P0058,2024-01,1,0,1,1,9.11,-0.067,0.3688,17,0.83,0,0.0599,361.37
P0058,2024-02,1,0,1,1,9.11,-0.067,0.3688,18,1.33,5,0.0862,370.34
P0058,2024-03,1,0,1,1,9.11,-0.067,0.3688,20,0.87,3,0.1302,385.34
P0058,2024-04,1,0,1,1,9.11,-0.067,0.3688,20,1.25,4,0.1233,382.99
P0058,2024-05,1,0,1,1,9.11,-0.067,0.3688,19,1.19,1,0.1188,381.45
P0058,2024-06,1,0,1,1,9.11,-0.067,0.3688,16,1.17,3,0.1048,376.68
P0058,2024-07,1,0,1,1,9.11,-0.067,0.3688,15,1.62,6,0.1219,382.51
P0058,2024-08,1,0,1,1,9.11,-0.067,0.3688,18,0.81,1,0.0576,360.59
P0058,2024-09,1,0,1,1,9.11,-0.067,0.3688,20,0.97,2,0.1129,379.44
P0058,2024-10,1,0,1,1,9.11,-0.067,0.3688,17,1.07,5,0.149,391.75
P0058,2024-11,1,0,1,1,9.11,-0.067,0.3688,20,1.02,4,0.0556,359.91
P0058,2024-12,1,0,1,1,9.11,-0.067,0.3688,19,0.88,0,0.1081,377.81
P0058,2025-01,1,0,1,1,9.11,-0.067,0.3688,21,1.07,2,0.1336,386.5
P0058,2025-02,1,0,1,1,9.11,-0.067,0.3688,20,0.93,3,0.0774,367.34
P0058,2025-03,1,0,1,1,9.11,-0.067,0.3688,23,1.02,6,0.1492,391.82
P0058,2025-04,1,0,1,1,9.11,-0.067,0.3688,18,1.04,5,0.1182,381.25
P0058,2025-05,1,1,1,1,9.11,-0.067,0.3688,25,0.96,9,0.1935,406.92
P0058,2025-06,1,1,1,1,9.11,-0.067,0.3688,22,1.16,9,0.2028,410.09
P0058,2025-07,1,1,1,1,9.11,-0.067,0.3688,20,1.21,6,0.1841,403.72
P0058,2025-08,1,1,1,1,9.11,-0.067,0.3688,22,1.2,9,0.1827,403.24
P0058,2025-09,1,1,1,1,9.11,-0.067,0.3688,26,1.45,9,0.2147,414.15
P0058,2025-10,1,1,1,1,9.11,-0.067,0.3688,23,1.12,10,0.1369,387.63
P0058,2025-11,1,1,1,1,9.11,-0.067,0.3688,27,1.1,7,0.2592,429.32
P0058,2025-12,1,1,1,1,9.11,-0.067,0.3688,26,0.63,8,0.2305,419.54
P0059,2024-01,0,0,45,10,23.95,0.265,0.8533,21,1.49,7,0.1288,3424.58
P0059,2024-02,0,0,45,10,23.95,0.265,0.8533,21,1.62,8,0.1397,3457.64
P0059,2024-03,0,0,45,10,23.95,0.265,0.8533,23,1.52,5,0.1559,3506.79
P0059,2024-04,0,0,45,10,23.95,0.265,0.8533,23,1.87,2,0.1046,3351.16
P0059,2024-05,0,0,45,10,23.95,0.265,0.8533,24,1.32,5,0.1506,3490.71
P0059,2024-06,0,0,45,10,23.95,0.265,0.8533,24,1.59,6,0.1372,3450.06
P0059,2024-07,0,0,45,10,23.95,0.265,0.8533,24,1.78,5,0.1937,3621.47
P0059,2024-08,0,0,45,10,23.95,0.265,0.8533,24,1.76,8,0.1824,3587.19
P0059,2024-09,0,0,45,10,23.95,0.265,0.8533,30,1.72,4,0.1604,3520.44
P0059,2024-10,0,0,45,10,23.95,0.265,0.8533,26,1.8,6,0.1271,3419.42
P0059,2024-11,0,0,45,10,23.95,0.265,0.8533,27,1.64,7,0.1209,3400.61
P0059,2024-12,0,0,45,10,23.95,0.265,0.8533,29,1.52,4,0.2238,3712.79
P0059,2025-01,0,0,45,10,23.95,0.265,0.8533,29,2.13,6,0.2161,3689.43
P0059,2025-02,0,0,45,10,23.95,0.265,0.8533,27,1.77,6,0.1755,3566.26
P0059,2025-03,0,0,45,10,23.95,0.265,0.8533,29,1.82,4,0.1644,3532.58
P0059,2025-04,0,0,45,10,23.95,0.265,0.8533,23,1.41,4,0.1291,3425.49
P0059,2025-05,0,0,45,10,23.95,0.265,0.8533,26,1.45,5,0.1469,3479.49
P0059,2025-06,0,0,45,10,23.95,0.265,0.8533,27,1.96,2,0.1638,3530.76
P0059,2025-07,0,0,45,10,23.95,0.265,0.8533,32,1.45,5,0.1342,3440.96
P0059,2025-08,0,0,45,10,23.95,0.265,0.8533,26,2.04,3,0.1787,3575.96
P0059,2025-09,0,0,45,10,23.95,0.265,0.8533,29,1.75,4,0.1939,3622.08
P0059,2025-10,0,0,45,10,23.95,0.265,0.8533,28,1.58,1,0.1963,3629.36
P0059,2025-11,0,0,45,10,23.95,0.265,0.8533,28,1.82,5,0.1745,3563.22
P0059,2025-12,0,0,45,10,23.95,0.265,0.8533,25,1.62,3,0.187,3601.14
P0063,2024-01,0,0,9,7,9.32,0.026,0.5687,21,0.97,3,0.1768,1174.47
P0063,2024-02,0,0,9,7,9.32,0.026,0.5687,21,0.34,4,0.1166,1114.39
P0063,2024-03,0,0,9,7,9.32,0.026,0.5687,22,1.29,3,0.124,1121.77
P0063,2024-04,0,0,9,7,9.32,0.026,0.5687,16,0.44,2,0.0919,1089.74
P0063,2024-05,0,0,9,7,9.32,0.026,0.5687,21,0.65,3,0.1487,1146.43
P0063,2024-06,0,0,9,7,9.32,0.026,0.5687,22,1.12,5,0.1155,1113.29
P0063,2024-07,0,0,9,7,9.32,0.026,0.5687,24,0.47,2,0.1578,1155.51
P0063,2024-08,0,0,9,7,9.32,0.026,0.5687,27,0.85,3,0.1265,1124.27
P0063,2024-09,0,0,9,7,9.32,0.026,0.5687,23,1.0,4,0.2074,1205.01
P0063,2024-10,0,0,9,7,9.32,0.026,0.5687,24,0.71,3,0.0952,1093.03
P0063,2024-11,0,0,9,7,9.32,0.026,0.5687,23,0.87,3,0.1191,1116.88
P0063,2024-12,0,0,9,7,9.32,0.026,0.5687,28,1.1,4,0.1877,1185.35
P0063,2025-01,0,0,9,7,9.32,0.026,0.5687,27,0.45,5,0.2023,1199.92
P0063,2025-02,0,0,9,7,9.32,0.026,0.5687,25,0.7,4,0.1119,1109.7
P0063,2025-03,0,0,9,7,9.32,0.026,0.5687,24,0.76,2,0.1571,1154.81
P0063,2025-04,0,0,9,7,9.32,0.026,0.5687,24,0.55,5,0.1233,1121.08
P0063,2025-05,0,0,9,7,9.32,0.026,0.5687,25,0.5,1,0.1758,1173.47
P0063,2025-06,0,0,9,7,9.32,0.026,0.5687,24,0.75,2,0.1496,1147.32
P0063,2025-07,0,0,9,7,9.32,0.026,0.5687,27,0.59,6,0.1947,1192.33
P0063,2025-08,0,0,9,7,9.32,0.026,0.5687,28,1.09,4,0.163,1160.7
P0063,2025-09,0,0,9,7,9.32,0.026,0.5687,29,0.85,6,0.1257,1123.47
P0063,2025-10,0,0,9,7,9.32,0.026,0.5687,29,0.91,3,0.1561,1153.81
P0063,2025-11,0,0,9,7,9.32,0.026,0.5687,28,0.49,5,0.121,1118.78
P0063,2025-12,0,0,9,7,9.32,0.026,0.5687,26,0.53,5,0.1131,1110.9
P0064,2024-01,0,0,20,6,20.39,0.087,0.6919,3,1.96,3,-0.0052,587.11
P0064,2024-02,0,0,20,6,20.39,0.087,0.6919,8,2.56,4,0.0413,614.55
P0064,2024-03,0,0,20,6,20.39,0.087,0.6919,9,2.26,4,0.0482,618.63
P0064,2024-04,0,0,20,6,20.39,0.087,0.6919,9,2.5,2,0.1252,664.07
